Serial Number,MY59420041,
Model Number,U1272A,
Remark,-,
Date Time,3/10/2021 2:06:20 PM
 Record,Time,Function,Reading,Range,Unit
4146,3/10/2021 13:46:47.892,Temperature {NONE},51.2, °C,°C
4147,3/10/2021 13:46:48.894,Temperature {NONE},51.2, °C,°C
4148,3/10/2021 13:46:49.895,Temperature {NONE},51.2, °C,°C
4149,3/10/2021 13:46:50.897,Temperature {NONE},51.2, °C,°C
4150,3/10/2021 13:46:51.897,Temperature {NONE},51.2, °C,°C
4151,3/10/2021 13:46:52.898,Temperature {NONE},51.2, °C,°C
4152,3/10/2021 13:46:53.899,Temperature {NONE},51.1, °C,°C
4153,3/10/2021 13:46:54.900,Temperature {NONE},51.1, °C,°C
4154,3/10/2021 13:46:55.900,Temperature {NONE},51.1, °C,°C
4155,3/10/2021 13:46:56.902,Temperature {NONE},51.1, °C,°C
4156,3/10/2021 13:46:57.903,Temperature {NONE},51.1, °C,°C
4157,3/10/2021 13:46:58.904,Temperature {NONE},51.1, °C,°C
4158,3/10/2021 13:46:59.905,Temperature {NONE},51.1, °C,°C
4159,3/10/2021 13:47:00.905,Temperature {NONE},51.1, °C,°C
4160,3/10/2021 13:47:01.907,Temperature {NONE},51.0, °C,°C
4161,3/10/2021 13:47:02.907,Temperature {NONE},51.0, °C,°C
4162,3/10/2021 13:47:03.908,Temperature {NONE},51.1, °C,°C
4163,3/10/2021 13:47:04.910,Temperature {NONE},51.1, °C,°C
4164,3/10/2021 13:47:05.910,Temperature {NONE},51.1, °C,°C
4165,3/10/2021 13:47:06.911,Temperature {NONE},51.1, °C,°C
4166,3/10/2021 13:47:07.912,Temperature {NONE},51.1, °C,°C
4167,3/10/2021 13:47:08.913,Temperature {NONE},51.1, °C,°C
4168,3/10/2021 13:47:09.914,Temperature {NONE},51.0, °C,°C
4169,3/10/2021 13:47:10.916,Temperature {NONE},51.0, °C,°C
4170,3/10/2021 13:47:11.917,Temperature {NONE},51.0, °C,°C
4171,3/10/2021 13:47:12.917,Temperature {NONE},51.0, °C,°C
4172,3/10/2021 13:47:13.918,Temperature {NONE},51.0, °C,°C
4173,3/10/2021 13:47:14.920,Temperature {NONE},51.0, °C,°C
4174,3/10/2021 13:47:15.921,Temperature {NONE},51.0, °C,°C
4175,3/10/2021 13:47:16.921,Temperature {NONE},51.0, °C,°C
4176,3/10/2021 13:47:17.923,Temperature {NONE},51.0, °C,°C
4177,3/10/2021 13:47:18.925,Temperature {NONE},51.0, °C,°C
4178,3/10/2021 13:47:19.925,Temperature {NONE},51.0, °C,°C
4179,3/10/2021 13:47:20.926,Temperature {NONE},51.0, °C,°C
4180,3/10/2021 13:47:21.927,Temperature {NONE},51.0, °C,°C
4181,3/10/2021 13:47:22.927,Temperature {NONE},51.0, °C,°C
4182,3/10/2021 13:47:23.927,Temperature {NONE},51.0, °C,°C
4183,3/10/2021 13:47:24.929,Temperature {NONE},51.1, °C,°C
4184,3/10/2021 13:47:25.930,Temperature {NONE},51.1, °C,°C
4185,3/10/2021 13:47:26.931,Temperature {NONE},51.1, °C,°C
4186,3/10/2021 13:47:27.932,Temperature {NONE},51.0, °C,°C
4187,3/10/2021 13:47:28.932,Temperature {NONE},51.0, °C,°C
4188,3/10/2021 13:47:29.933,Temperature {NONE},51.0, °C,°C
4189,3/10/2021 13:47:30.934,Temperature {NONE},51.0, °C,°C
4190,3/10/2021 13:47:31.935,Temperature {NONE},51.0, °C,°C
4191,3/10/2021 13:47:32.936,Temperature {NONE},51.0, °C,°C
4192,3/10/2021 13:47:33.937,Temperature {NONE},51.0, °C,°C
4193,3/10/2021 13:47:34.938,Temperature {NONE},51.0, °C,°C
4194,3/10/2021 13:47:35.939,Temperature {NONE},51.0, °C,°C
4195,3/10/2021 13:47:36.939,Temperature {NONE},51.0, °C,°C
4196,3/10/2021 13:47:37.941,Temperature {NONE},51.0, °C,°C
4197,3/10/2021 13:47:38.942,Temperature {NONE},51.0, °C,°C
4198,3/10/2021 13:47:39.943,Temperature {NONE},50.9, °C,°C
4199,3/10/2021 13:47:40.943,Temperature {NONE},50.9, °C,°C
4200,3/10/2021 13:47:41.945,Temperature {NONE},51.0, °C,°C
4201,3/10/2021 13:47:42.945,Temperature {NONE},50.9, °C,°C
4202,3/10/2021 13:47:43.946,Temperature {NONE},50.9, °C,°C
4203,3/10/2021 13:47:44.946,Temperature {NONE},50.9, °C,°C
4204,3/10/2021 13:47:45.948,Temperature {NONE},50.9, °C,°C
4205,3/10/2021 13:47:46.948,Temperature {NONE},50.9, °C,°C
4206,3/10/2021 13:47:47.949,Temperature {NONE},50.9, °C,°C
4207,3/10/2021 13:47:48.951,Temperature {NONE},50.9, °C,°C
4208,3/10/2021 13:47:49.953,Temperature {NONE},50.9, °C,°C
4209,3/10/2021 13:47:50.953,Temperature {NONE},50.8, °C,°C
4210,3/10/2021 13:47:51.954,Temperature {NONE},50.8, °C,°C
4211,3/10/2021 13:47:52.956,Temperature {NONE},50.9, °C,°C
4212,3/10/2021 13:47:53.956,Temperature {NONE},50.8, °C,°C
4213,3/10/2021 13:47:54.957,Temperature {NONE},50.8, °C,°C
4214,3/10/2021 13:47:55.959,Temperature {NONE},50.8, °C,°C
4215,3/10/2021 13:47:56.960,Temperature {NONE},50.8, °C,°C
4216,3/10/2021 13:47:57.961,Temperature {NONE},50.8, °C,°C
4217,3/10/2021 13:47:58.963,Temperature {NONE},50.9, °C,°C
4218,3/10/2021 13:47:59.964,Temperature {NONE},50.9, °C,°C
4219,3/10/2021 13:48:00.964,Temperature {NONE},50.9, °C,°C
4220,3/10/2021 13:48:01.966,Temperature {NONE},50.9, °C,°C
4221,3/10/2021 13:48:02.967,Temperature {NONE},50.9, °C,°C
4222,3/10/2021 13:48:03.968,Temperature {NONE},50.9, °C,°C
4223,3/10/2021 13:48:04.968,Temperature {NONE},50.9, °C,°C
4224,3/10/2021 13:48:05.969,Temperature {NONE},50.8, °C,°C
4225,3/10/2021 13:48:06.970,Temperature {NONE},50.8, °C,°C
4226,3/10/2021 13:48:07.972,Temperature {NONE},50.9, °C,°C
4227,3/10/2021 13:48:08.973,Temperature {NONE},50.9, °C,°C
4228,3/10/2021 13:48:09.974,Temperature {NONE},50.9, °C,°C
4229,3/10/2021 13:48:10.975,Temperature {NONE},50.9, °C,°C
4230,3/10/2021 13:48:11.976,Temperature {NONE},50.9, °C,°C
4231,3/10/2021 13:48:12.976,Temperature {NONE},50.9, °C,°C
4232,3/10/2021 13:48:13.977,Temperature {NONE},50.9, °C,°C
4233,3/10/2021 13:48:14.978,Temperature {NONE},50.9, °C,°C
4234,3/10/2021 13:48:15.981,Temperature {NONE},50.9, °C,°C
4235,3/10/2021 13:48:16.982,Temperature {NONE},50.9, °C,°C
4236,3/10/2021 13:48:17.983,Temperature {NONE},50.9, °C,°C
4237,3/10/2021 13:48:18.984,Temperature {NONE},50.9, °C,°C
4238,3/10/2021 13:48:19.985,Temperature {NONE},50.8, °C,°C
4239,3/10/2021 13:48:20.987,Temperature {NONE},50.8, °C,°C
4240,3/10/2021 13:48:21.987,Temperature {NONE},50.8, °C,°C
4241,3/10/2021 13:48:22.989,Temperature {NONE},50.8, °C,°C
4242,3/10/2021 13:48:23.990,Temperature {NONE},50.9, °C,°C
4243,3/10/2021 13:48:24.991,Temperature {NONE},50.8, °C,°C
4244,3/10/2021 13:48:25.992,Temperature {NONE},50.8, °C,°C
4245,3/10/2021 13:48:26.993,Temperature {NONE},50.7, °C,°C
4246,3/10/2021 13:48:27.993,Temperature {NONE},50.7, °C,°C
4247,3/10/2021 13:48:28.995,Temperature {NONE},50.7, °C,°C
4248,3/10/2021 13:48:29.996,Temperature {NONE},50.8, °C,°C
4249,3/10/2021 13:48:30.997,Temperature {NONE},50.8, °C,°C
4250,3/10/2021 13:48:31.999,Temperature {NONE},50.8, °C,°C
4251,3/10/2021 13:48:33.000,Temperature {NONE},50.8, °C,°C
4252,3/10/2021 13:48:34.002,Temperature {NONE},50.8, °C,°C
4253,3/10/2021 13:48:35.003,Temperature {NONE},50.8, °C,°C
4254,3/10/2021 13:48:36.004,Temperature {NONE},50.8, °C,°C
4255,3/10/2021 13:48:37.005,Temperature {NONE},50.8, °C,°C
4256,3/10/2021 13:48:38.006,Temperature {NONE},50.8, °C,°C
4257,3/10/2021 13:48:39.008,Temperature {NONE},50.8, °C,°C
4258,3/10/2021 13:48:40.008,Temperature {NONE},50.8, °C,°C
4259,3/10/2021 13:48:41.009,Temperature {NONE},50.8, °C,°C
4260,3/10/2021 13:48:42.010,Temperature {NONE},50.8, °C,°C
4261,3/10/2021 13:48:43.010,Temperature {NONE},50.8, °C,°C
4262,3/10/2021 13:48:44.011,Temperature {NONE},50.8, °C,°C
4263,3/10/2021 13:48:45.012,Temperature {NONE},50.7, °C,°C
4264,3/10/2021 13:48:46.013,Temperature {NONE},50.7, °C,°C
4265,3/10/2021 13:48:47.013,Temperature {NONE},50.6, °C,°C
4266,3/10/2021 13:48:48.014,Temperature {NONE},50.6, °C,°C
4267,3/10/2021 13:48:49.014,Temperature {NONE},50.6, °C,°C
4268,3/10/2021 13:48:50.015,Temperature {NONE},50.6, °C,°C
4269,3/10/2021 13:48:51.017,Temperature {NONE},50.7, °C,°C
4270,3/10/2021 13:48:52.018,Temperature {NONE},50.7, °C,°C
4271,3/10/2021 13:48:53.019,Temperature {NONE},50.6, °C,°C
4272,3/10/2021 13:48:54.020,Temperature {NONE},50.6, °C,°C
4273,3/10/2021 13:48:55.021,Temperature {NONE},50.7, °C,°C
4274,3/10/2021 13:48:56.022,Temperature {NONE},50.7, °C,°C
4275,3/10/2021 13:48:57.023,Temperature {NONE},50.6, °C,°C
4276,3/10/2021 13:48:58.023,Temperature {NONE},50.7, °C,°C
4277,3/10/2021 13:48:59.024,Temperature {NONE},50.7, °C,°C
4278,3/10/2021 13:49:00.025,Temperature {NONE},50.7, °C,°C
4279,3/10/2021 13:49:01.026,Temperature {NONE},50.7, °C,°C
4280,3/10/2021 13:49:02.027,Temperature {NONE},50.7, °C,°C
4281,3/10/2021 13:49:03.029,Temperature {NONE},50.7, °C,°C
4282,3/10/2021 13:49:04.029,Temperature {NONE},50.7, °C,°C
4283,3/10/2021 13:49:05.031,Temperature {NONE},50.6, °C,°C
4284,3/10/2021 13:49:06.032,Temperature {NONE},50.6, °C,°C
4285,3/10/2021 13:49:07.033,Temperature {NONE},50.6, °C,°C
4286,3/10/2021 13:49:08.035,Temperature {NONE},50.6, °C,°C
4287,3/10/2021 13:49:09.035,Temperature {NONE},50.6, °C,°C
4288,3/10/2021 13:49:10.035,Temperature {NONE},50.6, °C,°C
4289,3/10/2021 13:49:11.037,Temperature {NONE},50.6, °C,°C
4290,3/10/2021 13:49:12.038,Temperature {NONE},50.6, °C,°C
4291,3/10/2021 13:49:13.039,Temperature {NONE},50.6, °C,°C
4292,3/10/2021 13:49:14.040,Temperature {NONE},50.6, °C,°C
4293,3/10/2021 13:49:15.041,Temperature {NONE},50.6, °C,°C
4294,3/10/2021 13:49:16.042,Temperature {NONE},50.6, °C,°C
4295,3/10/2021 13:49:17.043,Temperature {NONE},50.5, °C,°C
4296,3/10/2021 13:49:18.045,Temperature {NONE},50.5, °C,°C
4297,3/10/2021 13:49:19.046,Temperature {NONE},50.5, °C,°C
4298,3/10/2021 13:49:20.047,Temperature {NONE},50.6, °C,°C
4299,3/10/2021 13:49:21.048,Temperature {NONE},50.5, °C,°C
4300,3/10/2021 13:49:22.049,Temperature {NONE},50.5, °C,°C
4301,3/10/2021 13:49:23.051,Temperature {NONE},50.5, °C,°C
4302,3/10/2021 13:49:24.051,Temperature {NONE},50.5, °C,°C
4303,3/10/2021 13:49:25.052,Temperature {NONE},50.5, °C,°C
4304,3/10/2021 13:49:26.053,Temperature {NONE},50.5, °C,°C
4305,3/10/2021 13:49:27.054,Temperature {NONE},50.6, °C,°C
4306,3/10/2021 13:49:28.055,Temperature {NONE},50.5, °C,°C
4307,3/10/2021 13:49:29.056,Temperature {NONE},50.5, °C,°C
4308,3/10/2021 13:49:30.057,Temperature {NONE},50.4, °C,°C
4309,3/10/2021 13:49:31.057,Temperature {NONE},50.4, °C,°C
4310,3/10/2021 13:49:32.059,Temperature {NONE},50.5, °C,°C
4311,3/10/2021 13:49:33.060,Temperature {NONE},50.5, °C,°C
4312,3/10/2021 13:49:34.061,Temperature {NONE},50.5, °C,°C
4313,3/10/2021 13:49:35.062,Temperature {NONE},50.5, °C,°C
4314,3/10/2021 13:49:36.063,Temperature {NONE},50.5, °C,°C
4315,3/10/2021 13:49:37.065,Temperature {NONE},50.5, °C,°C
4316,3/10/2021 13:49:38.065,Temperature {NONE},50.5, °C,°C
4317,3/10/2021 13:49:39.066,Temperature {NONE},50.4, °C,°C
4318,3/10/2021 13:49:40.067,Temperature {NONE},50.4, °C,°C
4319,3/10/2021 13:49:41.069,Temperature {NONE},50.5, °C,°C
4320,3/10/2021 13:49:42.070,Temperature {NONE},50.5, °C,°C
4321,3/10/2021 13:49:43.071,Temperature {NONE},50.4, °C,°C
4322,3/10/2021 13:49:44.072,Temperature {NONE},50.4, °C,°C
4323,3/10/2021 13:49:45.073,Temperature {NONE},50.5, °C,°C
4324,3/10/2021 13:49:46.074,Temperature {NONE},50.5, °C,°C
4325,3/10/2021 13:49:47.075,Temperature {NONE},50.5, °C,°C
4326,3/10/2021 13:49:48.075,Temperature {NONE},50.5, °C,°C
4327,3/10/2021 13:49:49.077,Temperature {NONE},50.5, °C,°C
4328,3/10/2021 13:49:50.078,Temperature {NONE},50.6, °C,°C
4329,3/10/2021 13:49:51.079,Temperature {NONE},50.5, °C,°C
4330,3/10/2021 13:49:52.080,Temperature {NONE},50.5, °C,°C
4331,3/10/2021 13:49:53.082,Temperature {NONE},50.5, °C,°C
4332,3/10/2021 13:49:54.083,Temperature {NONE},50.5, °C,°C
4333,3/10/2021 13:49:55.084,Temperature {NONE},50.6, °C,°C
4334,3/10/2021 13:49:56.084,Temperature {NONE},50.6, °C,°C
4335,3/10/2021 13:49:57.085,Temperature {NONE},50.6, °C,°C
4336,3/10/2021 13:49:58.087,Temperature {NONE},50.5, °C,°C
4337,3/10/2021 13:49:59.088,Temperature {NONE},50.5, °C,°C
4338,3/10/2021 13:50:00.088,Temperature {NONE},50.5, °C,°C
4339,3/10/2021 13:50:01.089,Temperature {NONE},50.5, °C,°C
4340,3/10/2021 13:50:02.091,Temperature {NONE},50.5, °C,°C
4341,3/10/2021 13:50:03.091,Temperature {NONE},50.5, °C,°C
4342,3/10/2021 13:50:04.092,Temperature {NONE},50.5, °C,°C
4343,3/10/2021 13:50:05.094,Temperature {NONE},50.5, °C,°C
4344,3/10/2021 13:50:06.095,Temperature {NONE},50.5, °C,°C
4345,3/10/2021 13:50:07.096,Temperature {NONE},50.5, °C,°C
4346,3/10/2021 13:50:08.097,Temperature {NONE},50.5, °C,°C
4347,3/10/2021 13:50:09.097,Temperature {NONE},50.4, °C,°C
4348,3/10/2021 13:50:10.098,Temperature {NONE},50.4, °C,°C
4349,3/10/2021 13:50:11.100,Temperature {NONE},50.4, °C,°C
4350,3/10/2021 13:50:12.101,Temperature {NONE},50.4, °C,°C
4351,3/10/2021 13:50:13.103,Temperature {NONE},50.4, °C,°C
4352,3/10/2021 13:50:14.104,Temperature {NONE},50.4, °C,°C
4353,3/10/2021 13:50:15.105,Temperature {NONE},50.4, °C,°C
4354,3/10/2021 13:50:16.105,Temperature {NONE},50.4, °C,°C
4355,3/10/2021 13:50:17.107,Temperature {NONE},50.4, °C,°C
4356,3/10/2021 13:50:18.108,Temperature {NONE},50.4, °C,°C
4357,3/10/2021 13:50:19.109,Temperature {NONE},50.4, °C,°C
4358,3/10/2021 13:50:20.110,Temperature {NONE},50.4, °C,°C
4359,3/10/2021 13:50:21.111,Temperature {NONE},50.4, °C,°C
4360,3/10/2021 13:50:22.113,Temperature {NONE},50.4, °C,°C
4361,3/10/2021 13:50:23.113,Temperature {NONE},50.3, °C,°C
4362,3/10/2021 13:50:24.115,Temperature {NONE},50.3, °C,°C
4363,3/10/2021 13:50:25.116,Temperature {NONE},50.3, °C,°C
4364,3/10/2021 13:50:26.117,Temperature {NONE},50.3, °C,°C
4365,3/10/2021 13:50:27.117,Temperature {NONE},50.3, °C,°C
4366,3/10/2021 13:50:28.118,Temperature {NONE},50.3, °C,°C
4367,3/10/2021 13:50:29.118,Temperature {NONE},50.3, °C,°C
4368,3/10/2021 13:50:30.119,Temperature {NONE},50.3, °C,°C
4369,3/10/2021 13:50:31.121,Temperature {NONE},50.3, °C,°C
4370,3/10/2021 13:50:32.122,Temperature {NONE},50.3, °C,°C
4371,3/10/2021 13:50:33.122,Temperature {NONE},50.3, °C,°C
4372,3/10/2021 13:50:34.124,Temperature {NONE},50.3, °C,°C
4373,3/10/2021 13:50:35.125,Temperature {NONE},50.2, °C,°C
4374,3/10/2021 13:50:36.126,Temperature {NONE},50.2, °C,°C
4375,3/10/2021 13:50:37.127,Temperature {NONE},50.2, °C,°C
4376,3/10/2021 13:50:38.127,Temperature {NONE},50.2, °C,°C
4377,3/10/2021 13:50:39.129,Temperature {NONE},50.3, °C,°C
4378,3/10/2021 13:50:40.129,Temperature {NONE},50.3, °C,°C
4379,3/10/2021 13:50:41.130,Temperature {NONE},50.2, °C,°C
4380,3/10/2021 13:50:42.131,Temperature {NONE},50.2, °C,°C
4381,3/10/2021 13:50:43.132,Temperature {NONE},50.2, °C,°C
4382,3/10/2021 13:50:44.134,Temperature {NONE},50.2, °C,°C
4383,3/10/2021 13:50:45.134,Temperature {NONE},50.2, °C,°C
4384,3/10/2021 13:50:46.136,Temperature {NONE},50.3, °C,°C
4385,3/10/2021 13:50:47.138,Temperature {NONE},50.3, °C,°C
4386,3/10/2021 13:50:48.139,Temperature {NONE},50.3, °C,°C
4387,3/10/2021 13:50:49.140,Temperature {NONE},50.3, °C,°C
4388,3/10/2021 13:50:50.141,Temperature {NONE},50.3, °C,°C
4389,3/10/2021 13:50:51.142,Temperature {NONE},50.3, °C,°C
4390,3/10/2021 13:50:52.143,Temperature {NONE},50.3, °C,°C
4391,3/10/2021 13:50:53.144,Temperature {NONE},50.2, °C,°C
4392,3/10/2021 13:50:54.145,Temperature {NONE},50.2, °C,°C
4393,3/10/2021 13:50:55.146,Temperature {NONE},50.2, °C,°C
4394,3/10/2021 13:50:56.148,Temperature {NONE},50.2, °C,°C
4395,3/10/2021 13:50:57.150,Temperature {NONE},50.2, °C,°C
4396,3/10/2021 13:50:58.150,Temperature {NONE},50.1, °C,°C
4397,3/10/2021 13:50:59.150,Temperature {NONE},50.1, °C,°C
4398,3/10/2021 13:51:00.152,Temperature {NONE},50.1, °C,°C
4399,3/10/2021 13:51:01.153,Temperature {NONE},50.1, °C,°C
4400,3/10/2021 13:51:02.154,Temperature {NONE},50.1, °C,°C
4401,3/10/2021 13:51:03.155,Temperature {NONE},50.1, °C,°C
4402,3/10/2021 13:51:04.156,Temperature {NONE},50.1, °C,°C
4403,3/10/2021 13:51:05.156,Temperature {NONE},50.1, °C,°C
4404,3/10/2021 13:51:06.157,Temperature {NONE},50.1, °C,°C
4405,3/10/2021 13:51:07.158,Temperature {NONE},50.1, °C,°C
4406,3/10/2021 13:51:08.159,Temperature {NONE},50.1, °C,°C
4407,3/10/2021 13:51:09.160,Temperature {NONE},50.1, °C,°C
4408,3/10/2021 13:51:10.161,Temperature {NONE},50.1, °C,°C
4409,3/10/2021 13:51:11.161,Temperature {NONE},50.1, °C,°C
4410,3/10/2021 13:51:12.161,Temperature {NONE},50.1, °C,°C
4411,3/10/2021 13:51:13.162,Temperature {NONE},50.1, °C,°C
4412,3/10/2021 13:51:14.164,Temperature {NONE},50.1, °C,°C
4413,3/10/2021 13:51:15.166,Temperature {NONE},50.1, °C,°C
4414,3/10/2021 13:51:16.166,Temperature {NONE},50.1, °C,°C
4415,3/10/2021 13:51:17.168,Temperature {NONE},50.1, °C,°C
4416,3/10/2021 13:51:18.169,Temperature {NONE},50.1, °C,°C
4417,3/10/2021 13:51:19.170,Temperature {NONE},50.1, °C,°C
4418,3/10/2021 13:51:20.170,Temperature {NONE},50.1, °C,°C
4419,3/10/2021 13:51:21.172,Temperature {NONE},50.1, °C,°C
4420,3/10/2021 13:51:22.172,Temperature {NONE},50.1, °C,°C
4421,3/10/2021 13:51:23.173,Temperature {NONE},50.1, °C,°C
4422,3/10/2021 13:51:24.174,Temperature {NONE},50.1, °C,°C
4423,3/10/2021 13:51:25.175,Temperature {NONE},50.1, °C,°C
4424,3/10/2021 13:51:26.175,Temperature {NONE},50.1, °C,°C
4425,3/10/2021 13:51:27.176,Temperature {NONE},50.1, °C,°C
4426,3/10/2021 13:51:28.178,Temperature {NONE},50.1, °C,°C
4427,3/10/2021 13:51:29.180,Temperature {NONE},50.1, °C,°C
4428,3/10/2021 13:51:30.180,Temperature {NONE},50.0, °C,°C
4429,3/10/2021 13:51:31.181,Temperature {NONE},50.0, °C,°C
4430,3/10/2021 13:51:32.182,Temperature {NONE},50.0, °C,°C
4431,3/10/2021 13:51:33.184,Temperature {NONE},50.0, °C,°C
4432,3/10/2021 13:51:34.184,Temperature {NONE},50.0, °C,°C
4433,3/10/2021 13:51:35.185,Temperature {NONE},50.0, °C,°C
4434,3/10/2021 13:51:36.187,Temperature {NONE},50.0, °C,°C
4435,3/10/2021 13:51:37.188,Temperature {NONE},50.0, °C,°C
4436,3/10/2021 13:51:38.188,Temperature {NONE},50.0, °C,°C
4437,3/10/2021 13:51:39.189,Temperature {NONE},50.1, °C,°C
4438,3/10/2021 13:51:40.190,Temperature {NONE},50.1, °C,°C
4439,3/10/2021 13:51:41.192,Temperature {NONE},50.1, °C,°C
4440,3/10/2021 13:51:42.193,Temperature {NONE},50.1, °C,°C
4441,3/10/2021 13:51:43.193,Temperature {NONE},50.1, °C,°C
4442,3/10/2021 13:51:44.195,Temperature {NONE},50.0, °C,°C
4443,3/10/2021 13:51:45.196,Temperature {NONE},50.0, °C,°C
4444,3/10/2021 13:51:46.197,Temperature {NONE},50.0, °C,°C
4445,3/10/2021 13:51:47.198,Temperature {NONE},50.0, °C,°C
4446,3/10/2021 13:51:48.199,Temperature {NONE},50.0, °C,°C
4447,3/10/2021 13:51:49.200,Temperature {NONE},50.0, °C,°C
4448,3/10/2021 13:51:50.202,Temperature {NONE},50.0, °C,°C
4449,3/10/2021 13:51:51.203,Temperature {NONE},50.0, °C,°C
4450,3/10/2021 13:51:52.204,Temperature {NONE},50.0, °C,°C
4451,3/10/2021 13:51:53.205,Temperature {NONE},50.0, °C,°C
4452,3/10/2021 13:51:54.207,Temperature {NONE},50.0, °C,°C
4453,3/10/2021 13:51:55.207,Temperature {NONE},50.0, °C,°C
4454,3/10/2021 13:51:56.207,Temperature {NONE},50.0, °C,°C
4455,3/10/2021 13:51:57.208,Temperature {NONE},49.9, °C,°C
4456,3/10/2021 13:51:58.210,Temperature {NONE},49.9, °C,°C
4457,3/10/2021 13:51:59.211,Temperature {NONE},49.9, °C,°C
4458,3/10/2021 13:52:00.212,Temperature {NONE},49.9, °C,°C
4459,3/10/2021 13:52:01.213,Temperature {NONE},49.9, °C,°C
4460,3/10/2021 13:52:02.214,Temperature {NONE},49.9, °C,°C
4461,3/10/2021 13:52:03.214,Temperature {NONE},50.0, °C,°C
4462,3/10/2021 13:52:04.216,Temperature {NONE},50.0, °C,°C
4463,3/10/2021 13:52:05.217,Temperature {NONE},50.0, °C,°C
4464,3/10/2021 13:52:06.218,Temperature {NONE},49.9, °C,°C
4465,3/10/2021 13:52:07.218,Temperature {NONE},49.8, °C,°C
4466,3/10/2021 13:52:08.219,Temperature {NONE},49.8, °C,°C
4467,3/10/2021 13:52:09.220,Temperature {NONE},49.9, °C,°C
4468,3/10/2021 13:52:10.220,Temperature {NONE},49.9, °C,°C
4469,3/10/2021 13:52:11.221,Temperature {NONE},49.9, °C,°C
4470,3/10/2021 13:52:12.223,Temperature {NONE},49.9, °C,°C
4471,3/10/2021 13:52:13.224,Temperature {NONE},49.9, °C,°C
4472,3/10/2021 13:52:14.225,Temperature {NONE},49.9, °C,°C
4473,3/10/2021 13:52:15.226,Temperature {NONE},49.9, °C,°C
4474,3/10/2021 13:52:16.227,Temperature {NONE},49.8, °C,°C
4475,3/10/2021 13:52:17.229,Temperature {NONE},49.9, °C,°C
4476,3/10/2021 13:52:18.230,Temperature {NONE},49.9, °C,°C
4477,3/10/2021 13:52:19.231,Temperature {NONE},49.9, °C,°C
4478,3/10/2021 13:52:20.232,Temperature {NONE},49.9, °C,°C
4479,3/10/2021 13:52:21.233,Temperature {NONE},49.9, °C,°C
4480,3/10/2021 13:52:22.234,Temperature {NONE},49.9, °C,°C
4481,3/10/2021 13:52:23.235,Temperature {NONE},49.9, °C,°C
4482,3/10/2021 13:52:24.236,Temperature {NONE},49.9, °C,°C
4483,3/10/2021 13:52:25.237,Temperature {NONE},49.9, °C,°C
4484,3/10/2021 13:52:26.238,Temperature {NONE},49.9, °C,°C
4485,3/10/2021 13:52:27.239,Temperature {NONE},49.9, °C,°C
4486,3/10/2021 13:52:28.239,Temperature {NONE},49.9, °C,°C
4487,3/10/2021 13:52:29.240,Temperature {NONE},49.9, °C,°C
4488,3/10/2021 13:52:30.241,Temperature {NONE},49.8, °C,°C
4489,3/10/2021 13:52:31.242,Temperature {NONE},49.9, °C,°C
4490,3/10/2021 13:52:32.243,Temperature {NONE},49.8, °C,°C
4491,3/10/2021 13:52:33.244,Temperature {NONE},49.8, °C,°C
4492,3/10/2021 13:52:34.244,Temperature {NONE},49.8, °C,°C
4493,3/10/2021 13:52:35.246,Temperature {NONE},49.8, °C,°C
4494,3/10/2021 13:52:36.247,Temperature {NONE},49.8, °C,°C
4495,3/10/2021 13:52:37.248,Temperature {NONE},49.8, °C,°C
4496,3/10/2021 13:52:38.249,Temperature {NONE},49.8, °C,°C
4497,3/10/2021 13:52:39.250,Temperature {NONE},49.8, °C,°C
4498,3/10/2021 13:52:40.251,Temperature {NONE},49.8, °C,°C
4499,3/10/2021 13:52:41.253,Temperature {NONE},49.8, °C,°C
4500,3/10/2021 13:52:42.253,Temperature {NONE},49.8, °C,°C
4501,3/10/2021 13:52:43.255,Temperature {NONE},49.8, °C,°C
4502,3/10/2021 13:52:44.256,Temperature {NONE},49.8, °C,°C
4503,3/10/2021 13:52:45.257,Temperature {NONE},49.8, °C,°C
4504,3/10/2021 13:52:46.257,Temperature {NONE},49.8, °C,°C
4505,3/10/2021 13:52:47.259,Temperature {NONE},49.8, °C,°C
4506,3/10/2021 13:52:48.259,Temperature {NONE},49.8, °C,°C
4507,3/10/2021 13:52:49.260,Temperature {NONE},49.8, °C,°C
4508,3/10/2021 13:52:50.261,Temperature {NONE},49.8, °C,°C
4509,3/10/2021 13:52:51.262,Temperature {NONE},49.8, °C,°C
4510,3/10/2021 13:52:52.263,Temperature {NONE},49.8, °C,°C
4511,3/10/2021 13:52:53.265,Temperature {NONE},49.8, °C,°C
4512,3/10/2021 13:52:54.266,Temperature {NONE},49.7, °C,°C
4513,3/10/2021 13:52:55.266,Temperature {NONE},49.7, °C,°C
4514,3/10/2021 13:52:56.267,Temperature {NONE},49.7, °C,°C
4515,3/10/2021 13:52:57.269,Temperature {NONE},49.6, °C,°C
4516,3/10/2021 13:52:58.270,Temperature {NONE},49.6, °C,°C
4517,3/10/2021 13:52:59.270,Temperature {NONE},49.7, °C,°C
4518,3/10/2021 13:53:00.271,Temperature {NONE},49.7, °C,°C
4519,3/10/2021 13:53:01.272,Temperature {NONE},49.6, °C,°C
4520,3/10/2021 13:53:02.273,Temperature {NONE},49.6, °C,°C
4521,3/10/2021 13:53:03.275,Temperature {NONE},49.6, °C,°C
